Region,Suburb,Value,Date,Measure
,Group Total,160.0,,Jun 2000||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,165.0,,Jun 2000||Median
,Brunswick,180.0,,Jun 2000||Median
,Coburg-Pascoe Vale South,180.0,,Jun 2000||Median
,Craigieburn,178.0,,Jun 2000||Median
,East Brunswick,210.0,,Jun 2000||Median
,Essendon,175.0,,Jun 2000||Median
,Gladstone Park-Tullamarine,175.0,,Jun 2000||Median
,Keilor,225.0,,Jun 2000||Median
,Moonee Ponds-Ascot Vale,185.0,,Jun 2000||Median
,Oak Park-Glenroy-Fawkner,160.0,,Jun 2000||Median
,Pascoe Vale-Coburg North,170.0,,Jun 2000||Median
,Sunbury,165.0,,Jun 2000||Median
,West Brunswick,141.0,,Jun 2000||Median
,Group Total,170.0,,Jun 2000||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,185.0,,Jun 2000||Median
,Eltham-Research-Montmorency,200.0,,Jun 2000||Median
,Fairfield-Alphington,145.0,,Jun 2000||Median
,Heidelberg-Heidelberg West,180.0,,Jun 2000||Median
,Ivanhoe-Ivanhoe East,185.0,,Jun 2000||Median
,Mill Park-Epping,180.0,,Jun 2000||Median
,Northcote,193.0,,Jun 2000||Median
,Preston,170.0,,Jun 2000||Median
,Reservoir,160.0,,Jun 2000||Median
,Thomastown-Lalor,160.0,,Jun 2000||Median
,Thornbury,150.0,,Jun 2000||Median
,Whittlesea,150.0,,Jun 2000||Median
,Group Total,175.0,,Jun 2000||Median
Outer Eastern Melbourne,Bayswater,157.0,,Jun 2000||Median
,Boronia,165.0,,Jun 2000||Median
,Croydon-Lilydale,170.0,,Jun 2000||Median
,Ferntree Gully,175.0,,Jun 2000||Median
,Ringwood,165.0,,Jun 2000||Median
,Rowville,200.0,,Jun 2000||Median
,Wantirna-Scoresby,200.0,,Jun 2000||Median
,Yarra Ranges,150.0,,Jun 2000||Median
,Group Total,170.0,,Jun 2000||Median
South Eastern Melbourne,Berwick,185.0,,Jun 2000||Median
,Cranbourne,155.0,,Jun 2000||Median
,Dandenong,130.0,,Jun 2000||Median
,Dandenong North-Endeavour Hills,160.0,,Jun 2000||Median
,Narre Warren-Hampton Park,165.0,,Jun 2000||Median
,Noble Park,140.0,,Jun 2000||Median
,Pakenham,155.0,,Jun 2000||Median
,Springvale,145.0,,Jun 2000||Median
,Group Total,155.0,,Jun 2000||Median
Mornington Peninsula,Dromana-Portsea,140.0,,Jun 2000||Median
,Frankston,150.0,,Jun 2000||Median
,Hastings-Flinders,145.0,,Jun 2000||Median
,Mt Eliza-Mornington-Mt Martha,175.0,,Jun 2000||Median
,Seaford-Carrum Downs,150.0,,Jun 2000||Median
,Group Total,150.0,,Jun 2000||Median
Geelong,Belmont-Grovedale,150.0,,Jun 2000||Median
,Corio,130.0,,Jun 2000||Median
,Geelong-Newcombe,140.0,,Jun 2000||Median
,Herne Hill-Geelong West,120.0,,Jun 2000||Median
,Lara,165.0,,Jun 2000||Median
,Newtown,140.0,,Jun 2000||Median
,North Geelong,135.0,,Jun 2000||Median
,Group Total,140.0,,Jun 2000||Median
Ballarat,Ballarat,135.0,,Jun 2000||Median
,Mount Clear-Buninyong,140.0,,Jun 2000||Median
,Sebastopol-Delacombe,130.0,,Jun 2000||Median
,Wendouree-Alfredton,135.0,,Jun 2000||Median
,Group Total,135.0,,Jun 2000||Median
Bendigo,Bendigo,130.0,,Jun 2000||Median
,Flora Hill-Bendigo East,140.0,,Jun 2000||Median
,Golden Square-Kangaroo Flat,145.0,,Jun 2000||Median
,North Bendigo,135.0,,Jun 2000||Median
,Group Total,140.0,,Jun 2000||Median
Other Regional Centres,Bairnsdale,130.0,,Jun 2000||Median
,Benalla,120.0,,Jun 2000||Median
,Castlemaine,125.0,,Jun 2000||Median
,Echuca,155.0,,Jun 2000||Median
,Hamilton,110.0,,Jun 2000||Median
,Horsham,120.0,,Jun 2000||Median
,Mildura,145.0,,Jun 2000||Median
,Moe-Newborough,90.0,,Jun 2000||Median
,Morwell,100.0,,Jun 2000||Median
,Ocean Grove-Barwon Heads,150.0,,Jun 2000||Median
,Portland,110.0,,Jun 2000||Median
,Sale-Maffra,120.0,,Jun 2000||Median
,Seymour,125.0,,Jun 2000||Median
,Shepparton,145.0,,Jun 2000||Median
,Swan Hill,135.0,,Jun 2000||Median
,Torquay,160.0,,Jun 2000||Median
,Traralgon,120.0,,Jun 2000||Median
,Wanagaratta,125.0,,Jun 2000||Median
,Warragul,135.0,,Jun 2000||Median
,Warrnambool,135.0,,Jun 2000||Median
,Wodonga,145.0,,Jun 2000||Median
,Group Total,130.0,,Jun 2000||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,1177.0,,Sep 2000||Count
,Armadale,738.0,,Sep 2000||Count
,Carlton North,799.0,,Sep 2000||Count
,Carlton-Parkville,1282.0,,Sep 2000||Count
,CBD-St Kilda Rd,2357.0,,Sep 2000||Count
,Collingwood-Abbotsford,653.0,,Sep 2000||Count
,Docklands,,,Sep 2000||Count
,East Melbourne,515.0,,Sep 2000||Count
,East St Kilda,1719.0,,Sep 2000||Count
,Elwood,1677.0,,Sep 2000||Count
,Fitzroy,650.0,,Sep 2000||Count
,Fitzroy North-Clifton Hill,1142.0,,Sep 2000||Count
,Flemington-Kensington,1030.0,,Sep 2000||Count
,North Melbourne-West Melbourne,986.0,,Sep 2000||Count
,Port Melbourne,776.0,,Sep 2000||Count
,Prahran-Windsor,1755.0,,Sep 2000||Count
,Richmond-Burnley,2148.0,,Sep 2000||Count
,South Melbourne,562.0,,Sep 2000||Count
,South Yarra,2434.0,,Sep 2000||Count
,Southbank,703.0,,Sep 2000||Count
,St Kilda,2667.0,,Sep 2000||Count
,Toorak,964.0,,Sep 2000||Count
,Group Total,26741.0,,Sep 2000||Count
Inner Eastern Melbourne,Balwyn,812.0,,Sep 2000||Count
,Blackburn,651.0,,Sep 2000||Count
,Box Hill,1266.0,,Sep 2000||Count
,Bulleen-Templestowe-Doncaster,1043.0,,Sep 2000||Count
,Burwood-Ashburton,695.0,,Sep 2000||Count
,Camberwell-Glen Iris,1515.0,,Sep 2000||Count
,Canterbury-Surrey Hills-Mont Albert,733.0,,Sep 2000||Count
,Chadstone-Oakleigh,832.0,,Sep 2000||Count
,Clayton,1280.0,,Sep 2000||Count
,Doncaster East-Donvale,883.0,,Sep 2000||Count
,East Hawthorn,728.0,,Sep 2000||Count
,Glen Waverley-Mulgrave,1369.0,,Sep 2000||Count
,Hawthorn,1670.0,,Sep 2000||Count
,Kew,1248.0,,Sep 2000||Count
,Mount Waverley,708.0,,Sep 2000||Count
,Nunawading-Mitcham,733.0,,Sep 2000||Count
,Vermont-Forest Hill-Burwood East,676.0,,Sep 2000||Count
,Group Total,16842.0,,Sep 2000||Count
Southern Melbourne,Aspendale-Chelsea-Carrum,1376.0,,Sep 2000||Count
,Bentleigh,1444.0,,Sep 2000||Count
,Brighton,813.0,,Sep 2000||Count
,Brighton East,357.0,,Sep 2000||Count
,Carnegie,1009.0,,Sep 2000||Count
,Caulfield,1711.0,,Sep 2000||Count
,Cheltenham,1249.0,,Sep 2000||Count
,Elsternwick,562.0,,Sep 2000||Count
,Hampton-Beaumaris,873.0,,Sep 2000||Count
,Malvern,468.0,,Sep 2000||Count
,Malvern East,697.0,,Sep 2000||Count
,Mentone-Parkdale-Mordialloc,1225.0,,Sep 2000||Count
,Murrumbeena-Hughesdale,836.0,,Sep 2000||Count
,Group Total,12620.0,,Sep 2000||Count
Outer Western Melbourne,Altona,1554.0,,Sep 2000||Count
,Footscray,742.0,,Sep 2000||Count
,Keilor East-Avondale Heights,678.0,,Sep 2000||Count
,Melton,703.0,,Sep 2000||Count
,Newport-Spotswood,655.0,,Sep 2000||Count
,St Albans-Deer Park,1325.0,,Sep 2000||Count
,Sunshine,1036.0,,Sep 2000||Count
,Sydenham,632.0,,Sep 2000||Count
,Werribee-Hoppers Crossing,1768.0,,Sep 2000||Count
,West Footscray,763.0,,Sep 2000||Count
,Williamstown,585.0,,Sep 2000||Count
,Yarraville-Seddon,953.0,,Sep 2000||Count
,Group Total,11394.0,,Sep 2000||Count
North Western Melbourne,Broadmeadows-Roxburgh Park,654.0,,Sep 2000||Count
,Brunswick,1993.0,,Sep 2000||Count
,Coburg-Pascoe Vale South,950.0,,Sep 2000||Count
,Craigieburn,226.0,,Sep 2000||Count
,East Brunswick,339.0,,Sep 2000||Count
,Essendon,1577.0,,Sep 2000||Count
,Gladstone Park-Tullamarine,514.0,,Sep 2000||Count
,Keilor,85.0,,Sep 2000||Count
,Moonee Ponds-Ascot Vale,1213.0,,Sep 2000||Count
,Oak Park-Glenroy-Fawkner,1095.0,,Sep 2000||Count
,Pascoe Vale-Coburg North,721.0,,Sep 2000||Count
,Sunbury,573.0,,Sep 2000||Count
,West Brunswick,668.0,,Sep 2000||Count
,Group Total,10608.0,,Sep 2000||Count
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,1538.0,,Sep 2000||Count
,Eltham-Research-Montmorency,714.0,,Sep 2000||Count
,Fairfield-Alphington,631.0,,Sep 2000||Count
,Heidelberg-Heidelberg West,885.0,,Sep 2000||Count
,Ivanhoe-Ivanhoe East,502.0,,Sep 2000||Count
,Mill Park-Epping,1020.0,,Sep 2000||Count
,Northcote,1028.0,,Sep 2000||Count
,Preston,1109.0,,Sep 2000||Count
,Reservoir,1453.0,,Sep 2000||Count
,Thomastown-Lalor,763.0,,Sep 2000||Count
,Thornbury,1186.0,,Sep 2000||Count
,Whittlesea,80.0,,Sep 2000||Count
,Group Total,10909.0,,Sep 2000||Count
Outer Eastern Melbourne,Bayswater,544.0,,Sep 2000||Count
,Boronia,623.0,,Sep 2000||Count
,Croydon-Lilydale,1817.0,,Sep 2000||Count
,Ferntree Gully,493.0,,Sep 2000||Count
,Ringwood,1289.0,,Sep 2000||Count
,Rowville,351.0,,Sep 2000||Count
,Wantirna-Scoresby,645.0,,Sep 2000||Count
,Yarra Ranges,1291.0,,Sep 2000||Count
,Group Total,7053.0,,Sep 2000||Count
South Eastern Melbourne,Berwick,784.0,,Sep 2000||Count
,Cranbourne,851.0,,Sep 2000||Count
,Dandenong,1477.0,,Sep 2000||Count
,Dandenong North-Endeavour Hills,1075.0,,Sep 2000||Count
,Narre Warren-Hampton Park,1152.0,,Sep 2000||Count
,Noble Park,1247.0,,Sep 2000||Count
,Pakenham,726.0,,Sep 2000||Count
,Springvale,1272.0,,Sep 2000||Count
,Group Total,8584.0,,Sep 2000||Count
Mornington Peninsula,Dromana-Portsea,1232.0,,Sep 2000||Count
,Frankston,2284.0,,Sep 2000||Count
,Hastings-Flinders,842.0,,Sep 2000||Count
,Mt Eliza-Mornington-Mt Martha,1255.0,,Sep 2000||Count
,Seaford-Carrum Downs,1069.0,,Sep 2000||Count
,Group Total,6682.0,,Sep 2000||Count
Geelong,Belmont-Grovedale,1275.0,,Sep 2000||Count
,Corio,579.0,,Sep 2000||Count
,Geelong-Newcombe,1059.0,,Sep 2000||Count
,Herne Hill-Geelong West,810.0,,Sep 2000||Count
,Lara,332.0,,Sep 2000||Count
,Newtown,443.0,,Sep 2000||Count
,North Geelong,458.0,,Sep 2000||Count
,Group Total,4956.0,,Sep 2000||Count
Ballarat,Ballarat,979.0,,Sep 2000||Count
,Mount Clear-Buninyong,1129.0,,Sep 2000||Count
,Sebastopol-Delacombe,491.0,,Sep 2000||Count
,Wendouree-Alfredton,772.0,,Sep 2000||Count
,Group Total,3371.0,,Sep 2000||Count
Bendigo,Bendigo,767.0,,Sep 2000||Count
,Flora Hill-Bendigo East,954.0,,Sep 2000||Count
,Golden Square-Kangaroo Flat,510.0,,Sep 2000||Count
,North Bendigo,544.0,,Sep 2000||Count
,Group Total,2775.0,,Sep 2000||Count
Other Regional Centres,Bairnsdale,335.0,,Sep 2000||Count
,Benalla,398.0,,Sep 2000||Count
,Castlemaine,254.0,,Sep 2000||Count
,Echuca,524.0,,Sep 2000||Count
,Hamilton,352.0,,Sep 2000||Count
,Horsham,678.0,,Sep 2000||Count
,Mildura,1262.0,,Sep 2000||Count
,Moe-Newborough,543.0,,Sep 2000||Count
,Morwell,546.0,,Sep 2000||Count
,Ocean Grove-Barwon Heads,417.0,,Sep 2000||Count
,Portland,440.0,,Sep 2000||Count
,Sale-Maffra,738.0,,Sep 2000||Count
,Seymour,258.0,,Sep 2000||Count
,Shepparton,1784.0,,Sep 2000||Count
,Swan Hill,394.0,,Sep 2000||Count
,Torquay,404.0,,Sep 2000||Count
,Traralgon,831.0,,Sep 2000||Count
,Wanagaratta,631.0,,Sep 2000||Count
,Warragul,382.0,,Sep 2000||Count
,Warrnambool,1204.0,,Sep 2000||Count
,Wodonga,1468.0,,Sep 2000||Count
,Group Total,13843.0,,Sep 2000||Count
Inner Melbourne,Albert Park-Middle Park-West St Kilda,270.0,,Sep 2000||Median
,Armadale,205.0,,Sep 2000||Median
,Carlton North,265.0,,Sep 2000||Median
,Carlton-Parkville,260.0,,Sep 2000||Median
,CBD-St Kilda Rd,320.0,,Sep 2000||Median
,Collingwood-Abbotsford,240.0,,Sep 2000||Median
,Docklands,,,Sep 2000||Median
,East Melbourne,280.0,,Sep 2000||Median
,East St Kilda,180.0,,Sep 2000||Median
,Elwood,200.0,,Sep 2000||Median
,Fitzroy,255.0,,Sep 2000||Median
,Fitzroy North-Clifton Hill,245.0,,Sep 2000||Median
,Flemington-Kensington,210.0,,Sep 2000||Median
,North Melbourne-West Melbourne,240.0,,Sep 2000||Median
,Port Melbourne,350.0,,Sep 2000||Median
,Prahran-Windsor,230.0,,Sep 2000||Median
,Richmond-Burnley,255.0,,Sep 2000||Median
,South Melbourne,286.0,,Sep 2000||Median
,South Yarra,230.0,,Sep 2000||Median
,Southbank,335.0,,Sep 2000||Median
,St Kilda,200.0,,Sep 2000||Median
,Toorak,250.0,,Sep 2000||Median
,Group Total,250.0,,Sep 2000||Median
Inner Eastern Melbourne,Balwyn,250.0,,Sep 2000||Median
,Blackburn,200.0,,Sep 2000||Median
,Box Hill,190.0,,Sep 2000||Median
,Bulleen-Templestowe-Doncaster,230.0,,Sep 2000||Median
,Burwood-Ashburton,210.0,,Sep 2000||Median
,Camberwell-Glen Iris,228.0,,Sep 2000||Median
,Canterbury-Surrey Hills-Mont Albert,235.0,,Sep 2000||Median
,Chadstone-Oakleigh,195.0,,Sep 2000||Median
,Clayton,180.0,,Sep 2000||Median
,Doncaster East-Donvale,225.0,,Sep 2000||Median
,East Hawthorn,210.0,,Sep 2000||Median
,Glen Waverley-Mulgrave,210.0,,Sep 2000||Median
,Hawthorn,195.0,,Sep 2000||Median
,Kew,245.0,,Sep 2000||Median
,Mount Waverley,210.0,,Sep 2000||Median
,Nunawading-Mitcham,180.0,,Sep 2000||Median
,Vermont-Forest Hill-Burwood East,210.0,,Sep 2000||Median
,Group Total,210.0,,Sep 2000||Median
Southern Melbourne,Aspendale-Chelsea-Carrum,175.0,,Sep 2000||Median
,Bentleigh,210.0,,Sep 2000||Median
,Brighton,300.0,,Sep 2000||Median
,Brighton East,278.0,,Sep 2000||Median
,Carnegie,160.0,,Sep 2000||Median
,Caulfield,200.0,,Sep 2000||Median
,Cheltenham,200.0,,Sep 2000||Median
,Elsternwick,195.0,,Sep 2000||Median
,Hampton-Beaumaris,280.0,,Sep 2000||Median
,Malvern,225.0,,Sep 2000||Median
,Malvern East,220.0,,Sep 2000||Median
,Mentone-Parkdale-Mordialloc,170.0,,Sep 2000||Median
,Murrumbeena-Hughesdale,175.0,,Sep 2000||Median
,Group Total,200.0,,Sep 2000||Median
Outer Western Melbourne,Altona,170.0,,Sep 2000||Median
,Footscray,135.0,,Sep 2000||Median
,Keilor East-Avondale Heights,190.0,,Sep 2000||Median
,Melton,155.0,,Sep 2000||Median
,Newport-Spotswood,175.0,,Sep 2000||Median
,St Albans-Deer Park,155.0,,Sep 2000||Median
,Sunshine,140.0,,Sep 2000||Median
,Sydenham,200.0,,Sep 2000||Median
,Werribee-Hoppers Crossing,165.0,,Sep 2000||Median
,West Footscray,140.0,,Sep 2000||Median
,Williamstown,240.0,,Sep 2000||Median
,Yarraville-Seddon,180.0,,Sep 2000||Median
,Group Total,165.0,,Sep 2000||Median
North Western Melbourne,Broadmeadows-Roxburgh Park,165.0,,Sep 2000||Median
,Brunswick,180.0,,Sep 2000||Median
,Coburg-Pascoe Vale South,180.0,,Sep 2000||Median
,Craigieburn,180.0,,Sep 2000||Median
,East Brunswick,210.0,,Sep 2000||Median
,Essendon,180.0,,Sep 2000||Median
,Gladstone Park-Tullamarine,175.0,,Sep 2000||Median
,Keilor,220.0,,Sep 2000||Median
,Moonee Ponds-Ascot Vale,190.0,,Sep 2000||Median
,Oak Park-Glenroy-Fawkner,160.0,,Sep 2000||Median
,Pascoe Vale-Coburg North,170.0,,Sep 2000||Median
,Sunbury,165.0,,Sep 2000||Median
,West Brunswick,145.0,,Sep 2000||Median
,Group Total,170.0,,Sep 2000||Median
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,185.0,,Sep 2000||Median
,Eltham-Research-Montmorency,200.0,,Sep 2000||Median
,Fairfield-Alphington,150.0,,Sep 2000||Median
,Heidelberg-Heidelberg West,180.0,,Sep 2000||Median
,Ivanhoe-Ivanhoe East,190.0,,Sep 2000||Median
,Mill Park-Epping,180.0,,Sep 2000||Median
,Northcote,200.0,,Sep 2000||Median
,Preston,170.0,,Sep 2000||Median
,Reservoir,165.0,,Sep 2000||Median
,Thomastown-Lalor,160.0,,Sep 2000||Median
,Thornbury,160.0,,Sep 2000||Median
,Whittlesea,155.0,,Sep 2000||Median
,Group Total,175.0,,Sep 2000||Median
Outer Eastern Melbourne,Bayswater,165.0,,Sep 2000||Median
,Boronia,170.0,,Sep 2000||Median
,Croydon-Lilydale,170.0,,Sep 2000||Median
,Ferntree Gully,175.0,,Sep 2000||Median
,Ringwood,165.0,,Sep 2000||Median
,Rowville,210.0,,Sep 2000||Median
,Wantirna-Scoresby,200.0,,Sep 2000||Median
,Yarra Ranges,155.0,,Sep 2000||Median
,Group Total,175.0,,Sep 2000||Median
South Eastern Melbourne,Berwick,190.0,,Sep 2000||Median
,Cranbourne,155.0,,Sep 2000||Median
,Dandenong,130.0,,Sep 2000||Median
,Dandenong North-Endeavour Hills,160.0,,Sep 2000||Median
,Narre Warren-Hampton Park,170.0,,Sep 2000||Median
,Noble Park,140.0,,Sep 2000||Median
,Pakenham,160.0,,Sep 2000||Median
,Springvale,145.0,,Sep 2000||Median
,Group Total,155.0,,Sep 2000||Median
Mornington Peninsula,Dromana-Portsea,140.0,,Sep 2000||Median
,Frankston,150.0,,Sep 2000||Median
,Hastings-Flinders,145.0,,Sep 2000||Median
,Mt Eliza-Mornington-Mt Martha,180.0,,Sep 2000||Median
,Seaford-Carrum Downs,155.0,,Sep 2000||Median
,Group Total,150.0,,Sep 2000||Median
Geelong,Belmont-Grovedale,150.0,,Sep 2000||Median
,Corio,130.0,,Sep 2000||Median
,Geelong-Newcombe,140.0,,Sep 2000||Median
,Herne Hill-Geelong West,125.0,,Sep 2000||Median
,Lara,165.0,,Sep 2000||Median
,Newtown,140.0,,Sep 2000||Median
,North Geelong,138.0,,Sep 2000||Median
,Group Total,140.0,,Sep 2000||Median
Ballarat,Ballarat,138.0,,Sep 2000||Median
,Mount Clear-Buninyong,140.0,,Sep 2000||Median
,Sebastopol-Delacombe,130.0,,Sep 2000||Median
,Wendouree-Alfredton,135.0,,Sep 2000||Median
,Group Total,135.0,,Sep 2000||Median
Bendigo,Bendigo,135.0,,Sep 2000||Median
,Flora Hill-Bendigo East,140.0,,Sep 2000||Median
,Golden Square-Kangaroo Flat,145.0,,Sep 2000||Median
,North Bendigo,135.0,,Sep 2000||Median
,Group Total,140.0,,Sep 2000||Median
Other Regional Centres,Bairnsdale,130.0,,Sep 2000||Median
,Benalla,125.0,,Sep 2000||Median
,Castlemaine,125.0,,Sep 2000||Median
,Echuca,159.0,,Sep 2000||Median
,Hamilton,110.0,,Sep 2000||Median
,Horsham,120.0,,Sep 2000||Median
,Mildura,145.0,,Sep 2000||Median
,Moe-Newborough,90.0,,Sep 2000||Median
,Morwell,100.0,,Sep 2000||Median
,Ocean Grove-Barwon Heads,150.0,,Sep 2000||Median
,Portland,110.0,,Sep 2000||Median
,Sale-Maffra,120.0,,Sep 2000||Median
,Seymour,125.0,,Sep 2000||Median
,Shepparton,145.0,,Sep 2000||Median
,Swan Hill,135.0,,Sep 2000||Median
,Torquay,165.0,,Sep 2000||Median
,Traralgon,125.0,,Sep 2000||Median
,Wanagaratta,130.0,,Sep 2000||Median
,Warragul,135.0,,Sep 2000||Median
,Warrnambool,135.0,,Sep 2000||Median
,Wodonga,150.0,,Sep 2000||Median
,Group Total,130.0,,Sep 2000||Median
Inner Melbourne,Albert Park-Middle Park-West St Kilda,1178.0,,Dec 2000||Count
,Armadale,739.0,,Dec 2000||Count
,Carlton North,736.0,,Dec 2000||Count
,Carlton-Parkville,1303.0,,Dec 2000||Count
,CBD-St Kilda Rd,2360.0,,Dec 2000||Count
,Collingwood-Abbotsford,653.0,,Dec 2000||Count
,Docklands,,,Dec 2000||Count
,East Melbourne,504.0,,Dec 2000||Count
,East St Kilda,1649.0,,Dec 2000||Count
,Elwood,1714.0,,Dec 2000||Count
,Fitzroy,675.0,,Dec 2000||Count
,Fitzroy North-Clifton Hill,1148.0,,Dec 2000||Count
,Flemington-Kensington,1020.0,,Dec 2000||Count
,North Melbourne-West Melbourne,999.0,,Dec 2000||Count
,Port Melbourne,840.0,,Dec 2000||Count
,Prahran-Windsor,1715.0,,Dec 2000||Count
,Richmond-Burnley,2122.0,,Dec 2000||Count
,South Melbourne,621.0,,Dec 2000||Count
,South Yarra,2480.0,,Dec 2000||Count
,Southbank,721.0,,Dec 2000||Count
,St Kilda,2722.0,,Dec 2000||Count
,Toorak,946.0,,Dec 2000||Count
,Group Total,26853.0,,Dec 2000||Count
Inner Eastern Melbourne,Balwyn,840.0,,Dec 2000||Count
,Blackburn,637.0,,Dec 2000||Count
,Box Hill,1268.0,,Dec 2000||Count
,Bulleen-Templestowe-Doncaster,1043.0,,Dec 2000||Count
,Burwood-Ashburton,684.0,,Dec 2000||Count
,Camberwell-Glen Iris,1521.0,,Dec 2000||Count
,Canterbury-Surrey Hills-Mont Albert,718.0,,Dec 2000||Count
,Chadstone-Oakleigh,857.0,,Dec 2000||Count
,Clayton,1269.0,,Dec 2000||Count
,Doncaster East-Donvale,901.0,,Dec 2000||Count
,East Hawthorn,697.0,,Dec 2000||Count
,Glen Waverley-Mulgrave,1397.0,,Dec 2000||Count
,Hawthorn,1681.0,,Dec 2000||Count
,Kew,1214.0,,Dec 2000||Count
,Mount Waverley,712.0,,Dec 2000||Count
,Nunawading-Mitcham,708.0,,Dec 2000||Count
,Vermont-Forest Hill-Burwood East,701.0,,Dec 2000||Count
,Group Total,16848.0,,Dec 2000||Count
Southern Melbourne,Aspendale-Chelsea-Carrum,1380.0,,Dec 2000||Count
,Bentleigh,1482.0,,Dec 2000||Count
,Brighton,813.0,,Dec 2000||Count
,Brighton East,350.0,,Dec 2000||Count
,Carnegie,953.0,,Dec 2000||Count
,Caulfield,1730.0,,Dec 2000||Count
,Cheltenham,1257.0,,Dec 2000||Count
,Elsternwick,567.0,,Dec 2000||Count
,Hampton-Beaumaris,861.0,,Dec 2000||Count
,Malvern,465.0,,Dec 2000||Count
,Malvern East,702.0,,Dec 2000||Count
,Mentone-Parkdale-Mordialloc,1272.0,,Dec 2000||Count
,Murrumbeena-Hughesdale,843.0,,Dec 2000||Count
,Group Total,12675.0,,Dec 2000||Count
Outer Western Melbourne,Altona,1572.0,,Dec 2000||Count
,Footscray,749.0,,Dec 2000||Count
,Keilor East-Avondale Heights,713.0,,Dec 2000||Count
,Melton,679.0,,Dec 2000||Count
,Newport-Spotswood,671.0,,Dec 2000||Count
,St Albans-Deer Park,1385.0,,Dec 2000||Count
,Sunshine,1039.0,,Dec 2000||Count
,Sydenham,676.0,,Dec 2000||Count
,Werribee-Hoppers Crossing,1745.0,,Dec 2000||Count
,West Footscray,754.0,,Dec 2000||Count
,Williamstown,611.0,,Dec 2000||Count
,Yarraville-Seddon,961.0,,Dec 2000||Count
,Group Total,11555.0,,Dec 2000||Count
North Western Melbourne,Broadmeadows-Roxburgh Park,682.0,,Dec 2000||Count
,Brunswick,2011.0,,Dec 2000||Count
,Coburg-Pascoe Vale South,968.0,,Dec 2000||Count
,Craigieburn,226.0,,Dec 2000||Count
,East Brunswick,310.0,,Dec 2000||Count
,Essendon,1529.0,,Dec 2000||Count
,Gladstone Park-Tullamarine,523.0,,Dec 2000||Count
,Keilor,91.0,,Dec 2000||Count
,Moonee Ponds-Ascot Vale,1220.0,,Dec 2000||Count
,Oak Park-Glenroy-Fawkner,1078.0,,Dec 2000||Count
,Pascoe Vale-Coburg North,708.0,,Dec 2000||Count
,Sunbury,584.0,,Dec 2000||Count
,West Brunswick,653.0,,Dec 2000||Count
,Group Total,10583.0,,Dec 2000||Count
North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,1549.0,,Dec 2000||Count
,Eltham-Research-Montmorency,715.0,,Dec 2000||Count
,Fairfield-Alphington,650.0,,Dec 2000||Count
,Heidelberg-Heidelberg West,848.0,,Dec 2000||Count
,Ivanhoe-Ivanhoe East,482.0,,Dec 2000||Count
,Mill Park-Epping,1040.0,,Dec 2000||Count
,Northcote,989.0,,Dec 2000||Count
,Preston,1115.0,,Dec 2000||Count
,Reservoir,1410.0,,Dec 2000||Count
,Thomastown-Lalor,757.0,,Dec 2000||Count
,Thornbury,1183.0,,Dec 2000||Count
,Whittlesea,86.0,,Dec 2000||Count
,Group Total,10824.0,,Dec 2000||Count
Outer Eastern Melbourne,Bayswater,552.0,,Dec 2000||Count
,Boronia,595.0,,Dec 2000||Count
,Croydon-Lilydale,1852.0,,Dec 2000||Count
,Ferntree Gully,490.0,,Dec 2000||Count
,Ringwood,1293.0,,Dec 2000||Count
,Rowville,356.0,,Dec 2000||Count
,Wantirna-Scoresby,655.0,,Dec 2000||Count
,Yarra Ranges,1281.0,,Dec 2000||Count
,Group Total,7074.0,,Dec 2000||Count
South Eastern Melbourne,Berwick,796.0,,Dec 2000||Count
,Cranbourne,818.0,,Dec 2000||Count
,Dandenong,1455.0,,Dec 2000||Count
,Dandenong North-Endeavour Hills,1041.0,,Dec 2000||Count
,Narre Warren-Hampton Park,1214.0,,Dec 2000||Count
,Noble Park,1203.0,,Dec 2000||Count
,Pakenham,720.0,,Dec 2000||Count
,Springvale,1253.0,,Dec 2000||Count
,Group Total,8500.0,,Dec 2000||Count
Mornington Peninsula,Dromana-Portsea,1260.0,,Dec 2000||Count
,Frankston,2296.0,,Dec 2000||Count
,Hastings-Flinders,813.0,,Dec 2000||Count
,Mt Eliza-Mornington-Mt Martha,1220.0,,Dec 2000||Count
,Seaford-Carrum Downs,1035.0,,Dec 2000||Count
,Group Total,6624.0,,Dec 2000||Count
Geelong,Belmont-Grovedale,1284.0,,Dec 2000||Count
,Corio,562.0,,Dec 2000||Count
,Geelong-Newcombe,1066.0,,Dec 2000||Count
,Herne Hill-Geelong West,770.0,,Dec 2000||Count
,Lara,318.0,,Dec 2000||Count
,Newtown,451.0,,Dec 2000||Count
,North Geelong,482.0,,Dec 2000||Count
,Group Total,4933.0,,Dec 2000||Count
Ballarat,Ballarat,963.0,,Dec 2000||Count
,Mount Clear-Buninyong,1124.0,,Dec 2000||Count
,Sebastopol-Delacombe,504.0,,Dec 2000||Count
,Wendouree-Alfredton,769.0,,Dec 2000||Count
,Group Total,3360.0,,Dec 2000||Count
Bendigo,Bendigo,782.0,,Dec 2000||Count
